Index,Lot,Date,Time,pH,Temp,Current,Voltage,Result
847,13,2021-10-18,오후 5:36:45.3,2.58,21.54,3.58,3.43,0
848,13,2021-10-18,오후 5:36:50.3,1.64,24.62,3.58,4.2,0
849,13,2021-10-18,오후 5:36:55.3,2.67,25.88,3.58,4.99,0
850,13,2021-10-18,오후 5:37:00.3,2.05,23.51,4.35,3.76,0
851,13,2021-10-18,오후 5:37:05.3,2.9,24.78,3.17,4.37,0
852,13,2021-10-18,오후 5:37:10.3,1.91,24.37,3.58,3.8,0
853,13,2021-10-18,오후 5:37:15.4,1.82,27.88,3.1,3.26,0
854,13,2021-10-18,오후 5:37:20.4,2.45,21.85,3.61,3.93,0
855,13,2021-10-18,오후 5:37:25.4,1.72,23.2,3.55,3.14,0
856,13,2021-10-18,오후 5:37:30.4,1.98,26.04,4.17,4.3,0
857,13,2021-10-18,오후 5:37:35.4,2.98,26.59,3.58,4.99,0
858,13,2021-10-18,오후 5:37:40.4,1.96,25.69,3.43,4.4,0
859,13,2021-10-18,오후 5:37:45.4,2.84,23.27,3.97,3.72,0
860,13,2021-10-18,오후 5:37:50.4,2.99,23.54,4.11,4.5,0
861,13,2021-10-18,오후 5:37:55.4,1.52,27.74,4.33,3.22,0
862,13,2021-10-18,오후 5:38:00.4,2.84,24.21,3.82,3.07,0
863,13,2021-10-18,오후 5:38:05.4,2.91,22.71,3.13,4.55,0
864,13,2021-10-18,오후 5:38:10.4,1.79,23.15,4.32,4.1,0
865,13,2021-10-18,오후 5:38:15.4,2.97,24.43,4.31,3.5,0
866,13,2021-10-18,오후 5:38:20.4,1.58,23.08,4.22,4.28,0
867,13,2021-10-18,오후 5:38:25.4,2.29,26.46,3.14,3.11,0
868,13,2021-10-18,오후 5:38:30.4,2.15,26.16,4.35,4.82,0
869,13,2021-10-18,오후 5:38:35.4,2.02,25.35,4.45,3.47,0
870,13,2021-10-18,오후 5:38:40.4,2.79,23.68,3.4,3.17,0
871,13,2021-10-18,오후 5:38:45.4,1.91,23.82,4.24,4.05,0
872,13,2021-10-18,오후 5:38:50.4,2.59,24.54,4.2,3.58,0
873,13,2021-10-18,오후 5:38:55.4,2.17,26.77,4.48,4.71,0
874,13,2021-10-18,오후 5:39:00.4,2.65,24.06,4.02,4.24,0
875,13,2021-10-18,오후 5:39:05.5,2.27,26.86,4.05,3.75,0
876,13,2021-10-18,오후 5:39:10.5,2.33,23.87,3.18,4.04,0
877,13,2021-10-18,오후 5:39:15.5,1.78,24.96,3.85,4.19,0
878,13,2021-10-18,오후 5:39:20.5,2.9,26.5,3.06,4.27,0
879,13,2021-10-18,오후 5:39:25.5,2.34,22.56,3.46,3.82,0
880,13,2021-10-18,오후 5:39:30.5,1.72,25.54,4.3,3.51,0
881,13,2021-10-18,오후 5:39:35.5,2.85,24.27,3.71,4.19,0
882,13,2021-10-18,오후 5:39:40.5,1.92,27.24,3.35,3.63,0
883,13,2021-10-18,오후 5:39:45.5,1.61,23.22,4.24,3.48,0
884,13,2021-10-18,오후 5:39:50.5,2.74,23.49,3.12,4.22,0
885,13,2021-10-18,오후 5:39:55.5,2.05,25.89,3.28,4.18,0
886,13,2021-10-18,오후 5:40:00.5,2.99,23.28,4.47,4.87,0
887,13,2021-10-18,오후 5:40:05.5,1.89,23.25,3.41,4.05,0
888,13,2021-10-18,오후 5:40:10.5,2.07,24.06,3.18,4.52,0
889,13,2021-10-18,오후 5:40:15.5,1.56,25.83,3.77,4.24,0
890,13,2021-10-18,오후 5:40:20.5,1.95,22.14,3.95,3.42,0
891,13,2021-10-18,오후 5:40:25.5,2.15,25.99,3.03,4.06,0
892,13,2021-10-18,오후 5:40:30.5,2.85,21.41,4.18,4.05,0
893,13,2021-10-18,오후 5:40:35.5,1.84,24.71,1.8,3.79,0
894,13,2021-10-18,오후 5:40:40.5,1.81,24.66,3.98,3.58,0
895,13,2021-10-18,오후 5:40:45.5,2.85,25.92,4.24,4.03,0
896,13,2021-10-18,오후 5:40:50.6,2.66,22.79,3.34,3.24,0
897,13,2021-10-18,오후 5:40:55.6,1.7,21.39,4.42,4.68,0
898,14,2021-10-18,오후 5:41:21.7,2.66,21.15,4.03,3.36,0
899,14,2021-10-18,오후 5:41:26.7,1.64,23.88,3.29,4.96,0
900,14,2021-10-18,오후 5:41:31.7,2.57,23.27,4.35,3.75,0
901,14,2021-10-18,오후 5:41:36.7,2.16,22.48,3.34,3.64,0
902,14,2021-10-18,오후 5:41:41.7,2.72,23.8,3.14,4.88,0
903,14,2021-10-18,오후 5:41:46.7,1.56,25.61,3.55,4.12,0
904,14,2021-10-18,오후 5:41:51.7,2.44,22.85,4.26,3.39,0
905,14,2021-10-18,오후 5:41:56.7,2.99,22.94,3.37,4.38,0
906,14,2021-10-18,오후 5:42:01.7,2.69,22.39,3.95,4.5,0
907,14,2021-10-18,오후 5:42:06.7,2.58,25.18,4.4,4.64,0
908,14,2021-10-18,오후 5:42:11.7,2.85,25.1,3.88,3.54,0
909,14,2021-10-18,오후 5:42:16.7,1.72,27.36,3.55,3.37,0
910,14,2021-10-18,오후 5:42:21.7,2.82,24.49,4.18,3.73,0
911,14,2021-10-18,오후 5:42:26.7,2.05,24.62,4.36,4.88,0
912,14,2021-10-18,오후 5:42:31.7,2.29,26.94,3.75,3.97,0
913,14,2021-10-18,오후 5:42:36.7,2.32,27.33,3.16,3.89,0
914,14,2021-10-18,오후 5:42:41.7,2.35,26.65,4.01,4.98,0
915,14,2021-10-18,오후 5:42:46.8,2.5,25.08,4.14,4.8,0
916,14,2021-10-18,오후 5:42:51.8,2.76,21.87,3.88,3.18,0
917,14,2021-10-18,오후 5:42:56.8,2.39,21.44,4.19,4.92,0
918,14,2021-10-18,오후 5:43:01.8,2.66,26.66,3.67,3.84,0
919,14,2021-10-18,오후 5:43:06.8,1.68,24.31,3.04,3.38,0
920,14,2021-10-18,오후 5:43:11.8,1.88,26.66,4.29,4.47,0
921,14,2021-10-18,오후 5:43:16.8,1.97,24.36,3.36,4.59,0
922,14,2021-10-18,오후 5:43:21.8,1.74,21.92,3.12,4.78,0
923,14,2021-10-18,오후 5:43:26.8,2.69,22.61,4,4.34,0
924,14,2021-10-18,오후 5:43:31.8,2.94,25.6,3.2,3.81,0
925,14,2021-10-18,오후 5:43:36.8,1.55,25.29,3.53,4.28,0
926,14,2021-10-18,오후 5:43:41.8,1.99,26.94,3.13,4.55,0
927,14,2021-10-18,오후 5:43:46.8,2.94,24.52,3.44,3.63,0
928,14,2021-10-18,오후 5:43:51.8,2.49,23.71,3.11,4.34,0
929,14,2021-10-18,오후 5:43:56.8,1.51,27.32,4.31,3.12,0
930,14,2021-10-18,오후 5:44:01.8,2.64,23.01,3.6,4.79,0
931,14,2021-10-18,오후 5:44:06.8,1.74,23.12,3.38,3.46,0
932,14,2021-10-18,오후 5:44:11.8,2.53,27.81,4.05,4.95,0
933,14,2021-10-18,오후 5:44:16.9,1.85,22.37,3.23,3.31,0
934,14,2021-10-18,오후 5:44:21.9,2.25,26.87,3.31,4.73,0
935,14,2021-10-18,오후 5:44:26.9,1.63,25.93,3.21,4.28,0
936,14,2021-10-18,오후 5:44:31.9,1.63,22.2,3.58,4.41,0
937,14,2021-10-18,오후 5:44:36.9,1.58,26.17,4.26,3.12,0
938,14,2021-10-18,오후 5:44:41.9,1.68,25.86,4.44,4.17,0
939,14,2021-10-18,오후 5:44:46.9,1.53,21.59,3.34,4.09,0
940,14,2021-10-18,오후 5:44:51.9,1.73,24.23,3.02,3.29,0
941,14,2021-10-18,오후 5:44:56.9,1.86,27.77,3.87,3.43,0
942,14,2021-10-18,오후 5:45:01.9,1.68,21.62,3.46,3.21,0
943,14,2021-10-18,오후 5:45:06.9,2.05,23.98,3.48,4.99,0
944,14,2021-10-18,오후 5:45:11.9,2.77,24.53,3.79,4.72,0
945,14,2021-10-18,오후 5:45:16.9,1.98,21.62,4.09,3.59,0
946,14,2021-10-18,오후 5:45:21.9,2.12,21.97,3.38,3.09,0
947,14,2021-10-18,오후 5:45:26.9,2.85,23.34,3.65,3.54,0
948,14,2021-10-18,오후 5:45:31.9,2.74,23.78,3.98,3.48,0
949,14,2021-10-18,오후 5:45:36.9,2.06,21.13,4.18,3.28,0
950,14,2021-10-18,오후 5:45:41.9,2.93,24.23,3.59,3.61,0
951,14,2021-10-18,오후 5:45:47.0,1.93,23.61,3.78,4.18,0
952,14,2021-10-18,오후 5:45:52.0,1.78,24.74,4.17,4.52,0
953,14,2021-10-18,오후 5:45:57.0,2.78,22.36,3.76,3.77,0
954,14,2021-10-18,오후 5:46:02.0,1.94,27.09,3.06,3.35,0
955,14,2021-10-18,오후 5:46:07.0,2.52,23.29,3.8,3.51,0
956,14,2021-10-18,오후 5:46:12.0,2.7,26.59,3.24,3.7,0
957,14,2021-10-18,오후 5:46:17.0,2.74,26.07,3.76,3.52,0
958,14,2021-10-18,오후 5:46:22.0,2.55,26.2,3.17,4.68,0
959,14,2021-10-18,오후 5:46:27.0,1.91,27.61,3.12,3.42,0
960,14,2021-10-18,오후 5:46:32.0,2,25.69,4.1,4.9,0
961,14,2021-10-18,오후 5:46:37.0,2.25,21.74,4.39,3.07,0
962,14,2021-10-18,오후 5:46:42.0,4.42,21.09,4.1,3.55,0
963,14,2021-10-18,오후 5:46:47.0,1.75,21.89,3.98,4.71,0
964,14,2021-10-18,오후 5:46:52.0,1.99,21.39,3.58,3.12,0
965,14,2021-10-18,오후 5:46:57.0,2,24.97,4.14,4.17,0
966,14,2021-10-18,오후 5:47:02.0,2.7,23.9,4.46,3.38,0
967,15,2021-10-18,오후 5:47:27.2,2.62,24.16,3.87,3.05,0
968,15,2021-10-18,오후 5:47:32.2,1.94,27.9,3.82,3.49,0
969,15,2021-10-18,오후 5:47:37.2,1.52,21.68,4.18,3.87,0
970,15,2021-10-18,오후 5:47:42.2,1.97,21.88,3.22,4.37,0
971,15,2021-10-18,오후 5:47:47.2,1.72,24.5,4.36,3.03,0
972,15,2021-10-18,오후 5:47:52.2,1.98,24.46,3.31,3.94,0
973,15,2021-10-18,오후 5:47:57.2,2.16,26.07,3.3,4.91,0
974,15,2021-10-18,오후 5:48:02.2,1.95,21.93,3.06,4.43,0
975,15,2021-10-18,오후 5:48:07.2,1.74,24.99,4.15,4.41,0
976,15,2021-10-18,오후 5:48:12.2,2.51,27.78,4.43,4.07,0
977,15,2021-10-18,오후 5:48:17.2,2.41,22.69,3.95,4.07,0
978,15,2021-10-18,오후 5:48:22.2,2.12,23.73,4.45,3.22,0
979,15,2021-10-18,오후 5:48:27.2,2.2,24.09,4.11,3.8,0
980,15,2021-10-18,오후 5:48:32.2,1.87,24.74,4.44,3.37,0
981,15,2021-10-18,오후 5:48:37.2,2.21,23.18,4.15,4.7,0
982,15,2021-10-18,오후 5:48:42.2,2.9,24.6,3.51,4.18,0
983,15,2021-10-18,오후 5:48:47.3,1.96,22.54,3.03,4.74,0
984,15,2021-10-18,오후 5:48:52.3,2.71,21.61,3.03,3.86,0
985,15,2021-10-18,오후 5:48:57.3,2.1,27.44,3.22,3.96,0
986,15,2021-10-18,오후 5:49:02.3,1.85,21.72,3.58,3.52,0
987,15,2021-10-18,오후 5:49:07.3,2.04,22.04,3.93,4.18,0
988,15,2021-10-18,오후 5:49:12.3,2.56,23.32,4.14,3.39,0
989,15,2021-10-18,오후 5:49:17.3,2.57,21.14,4.26,4.11,0
990,15,2021-10-18,오후 5:49:22.3,2.76,26.63,3.91,3.65,0
991,15,2021-10-18,오후 5:49:27.3,2.09,24.29,3.99,4.29,0
992,15,2021-10-18,오후 5:49:32.3,2.98,22.85,4.2,3.17,0
993,15,2021-10-18,오후 5:49:37.3,1.99,27.38,3.58,4.53,0
994,15,2021-10-18,오후 5:49:42.3,2.42,24.33,4.09,4.47,0
995,15,2021-10-18,오후 5:49:47.3,1.67,24.81,4,3.3,0
996,15,2021-10-18,오후 5:49:52.3,2.25,26.44,3.28,3.41,0
997,15,2021-10-18,오후 5:49:57.3,2.71,23.85,4,3.11,0
998,15,2021-10-18,오후 5:50:02.3,2.14,23.38,4.14,3.36,0
999,15,2021-10-18,오후 5:50:07.3,2.71,26.34,4.4,3.33,0
1000,15,2021-10-18,오후 5:50:12.3,2.88,21.96,3.38,4.65,0
1001,15,2021-10-18,오후 5:50:17.3,1.59,24.63,4.42,4.69,0
1002,15,2021-10-18,오후 5:50:22.3,1.68,24.62,4.15,3.07,0
1003,15,2021-10-18,오후 5:50:27.3,2.76,26.66,4.1,3.53,0
1004,15,2021-10-18,오후 5:50:32.3,2.12,23.82,3.27,3.91,0
1005,15,2021-10-18,오후 5:50:37.3,1.61,22.75,3.42,4.19,0
1006,15,2021-10-18,오후 5:50:42.4,1.75,19.44,4.09,1.58,0
1007,15,2021-10-18,오후 5:50:47.4,2.69,23.16,3.15,4.85,0
1008,15,2021-10-18,오후 5:50:52.4,1.89,27.21,3.16,3.59,0
1009,15,2021-10-18,오후 5:50:57.4,2.6,26.06,3.2,3.22,0
1010,15,2021-10-18,오후 5:51:02.4,2.59,27.77,4.24,3.44,0
1011,15,2021-10-18,오후 5:51:07.4,2.64,27.84,3.43,3.38,0
1012,15,2021-10-18,오후 5:51:12.4,2.86,21.64,3.96,3.95,0
1013,15,2021-10-18,오후 5:51:17.4,1.68,25.03,4.22,4.61,0
1014,15,2021-10-18,오후 5:51:22.4,1.89,23.91,4.11,4,0
1015,15,2021-10-18,오후 5:51:27.4,2.95,21.32,4.26,4.11,0
1016,15,2021-10-18,오후 5:51:32.4,4.09,25.63,4.41,3.48,0
1017,15,2021-10-18,오후 5:51:37.4,2.13,24.33,3.67,3.6,0
1018,15,2021-10-18,오후 5:51:42.4,2.35,26.66,3.31,3.38,0
1019,15,2021-10-18,오후 5:51:47.4,1.55,21.98,3.66,3.27,0
1020,15,2021-10-18,오후 5:51:52.4,1.76,24.95,3.32,3.08,0
1021,15,2021-10-18,오후 5:51:57.4,1.85,27.84,3.54,3.51,0
1022,15,2021-10-18,오후 5:52:02.4,1.63,26.6,3.07,3.14,0
1023,15,2021-10-18,오후 5:52:07.4,2.08,27.15,3.99,3.76,0
1024,15,2021-10-18,오후 5:52:12.4,2.54,24.09,4.04,3.91,0
1025,15,2021-10-18,오후 5:52:17.4,2.89,25.93,3.31,3.86,0
1026,15,2021-10-18,오후 5:52:22.4,2.48,25.62,3.31,4.4,0
1027,15,2021-10-18,오후 5:52:27.5,1.54,24.45,3.88,4.12,0
1028,15,2021-10-18,오후 5:52:32.5,2.9,23.42,3.61,3.53,0
1029,15,2021-10-18,오후 5:52:37.5,2.26,24.6,3.08,4.89,0
1030,15,2021-10-18,오후 5:52:42.5,2.64,26.15,4.37,3.05,0
1031,15,2021-10-18,오후 5:52:47.5,2.3,22.31,3.72,4.48,0
1032,15,2021-10-18,오후 5:52:52.5,2.61,27.32,3.95,3.14,0
1033,15,2021-10-18,오후 5:52:57.5,2.36,27.16,4.31,3.9,0
1034,15,2021-10-18,오후 5:53:02.5,2.47,24.58,3.2,4.87,0
1035,15,2021-10-18,오후 5:53:07.5,2.78,22.32,4.4,3.88,0
1036,16,2021-10-18,오후 5:53:35.2,1.94,21.17,4.4,3.53,0
1037,16,2021-10-18,오후 5:53:40.2,1.57,23.27,4.29,3.41,0
1038,16,2021-10-18,오후 5:53:45.2,2.18,21.87,3.58,4.9,0
1039,16,2021-10-18,오후 5:53:50.2,1.81,26.79,3.76,4.06,0
1040,16,2021-10-18,오후 5:53:55.2,2.26,24.14,4.11,4.54,0
1041,16,2021-10-18,오후 5:54:00.2,1.98,23.55,3.92,4.88,0
1042,16,2021-10-18,오후 5:54:05.2,1.55,21.77,4.12,3.16,0
1043,16,2021-10-18,오후 5:54:10.2,2.32,24.28,3.58,3.01,0
1044,16,2021-10-18,오후 5:54:15.2,2.42,22.48,3.81,3.9,0
1045,16,2021-10-18,오후 5:54:20.2,1.83,24.15,3.29,4.93,0
1046,16,2021-10-18,오후 5:54:25.3,2.9,24.13,4.07,4.78,0
1047,16,2021-10-18,오후 5:54:30.3,2.98,24,3.35,4.35,0
1048,16,2021-10-18,오후 5:54:35.3,2.94,24.17,3.98,3.41,0
1049,16,2021-10-18,오후 5:54:40.3,2.02,25.01,3.83,3.32,0
1050,16,2021-10-18,오후 5:54:45.3,2.34,27.66,4.16,4.01,0
1051,16,2021-10-18,오후 5:54:50.3,1.57,24.01,4.11,4.98,0
1052,16,2021-10-18,오후 5:54:55.3,2.02,22.81,3.15,3.96,0
1053,16,2021-10-18,오후 5:55:00.3,2.84,24.21,3.36,4.83,0
1054,16,2021-10-18,오후 5:55:05.3,2.91,25.13,3.35,3.24,0
1055,16,2021-10-18,오후 5:55:10.3,2.02,22.55,4.14,3.17,0
1056,16,2021-10-18,오후 5:55:15.3,2.78,21.81,3.89,3.63,0
1057,16,2021-10-18,오후 5:55:20.3,2.48,27.6,4.27,4.34,0
1058,16,2021-10-18,오후 5:55:25.3,1.71,24.8,4.07,4.89,0
1059,16,2021-10-18,오후 5:55:30.3,1.59,27.42,3.36,3.52,0
1060,16,2021-10-18,오후 5:55:35.3,2.89,24.71,3.93,3.56,0
1061,16,2021-10-18,오후 5:55:40.3,1.89,23.38,3.38,4.38,0
1062,16,2021-10-18,오후 5:55:45.3,2.26,25.85,3.3,3.53,0
1063,16,2021-10-18,오후 5:55:50.4,2.08,27.14,3.9,4.78,0
1064,16,2021-10-18,오후 5:55:55.4,2.47,21.49,3.74,3.37,0
1065,16,2021-10-18,오후 5:56:00.4,1.54,23.23,3.57,4.82,0
1066,16,2021-10-18,오후 5:56:05.4,2.09,23.81,3.71,4.24,0
1067,16,2021-10-18,오후 5:56:10.4,2.96,27.29,3.76,4.61,0
1068,16,2021-10-18,오후 5:56:15.4,2.68,24.24,4.16,3.19,0
1069,16,2021-10-18,오후 5:56:20.4,2.91,25.98,3.3,3.05,0
1070,16,2021-10-18,오후 5:56:25.4,2.96,22.64,4.15,3.88,0
1071,16,2021-10-18,오후 5:56:30.4,2.49,27.54,3.98,4.26,0
1072,16,2021-10-18,오후 5:56:35.4,2.38,23.13,4.03,3.36,0
1073,16,2021-10-18,오후 5:56:40.4,1.71,21.52,3.37,3.21,0
1074,16,2021-10-18,오후 5:56:45.4,1.78,23.86,4.1,3.17,0
1075,16,2021-10-18,오후 5:56:50.4,2.9,27.81,3.4,3.9,0
1076,16,2021-10-18,오후 5:56:55.4,2.24,24.67,3.26,3.92,0
1077,16,2021-10-18,오후 5:57:00.4,2.68,27.62,4.06,4.36,0
1078,16,2021-10-18,오후 5:57:05.4,2.03,21.01,3.88,4.36,0
1079,16,2021-10-18,오후 5:57:10.4,2.98,21.34,3.08,3.71,0
1080,16,2021-10-18,오후 5:57:15.4,2.79,25.17,4,4.34,0
1081,16,2021-10-18,오후 5:57:20.4,1.73,24.56,3.67,3.4,0
1082,16,2021-10-18,오후 5:57:25.4,2.64,23.76,3.89,3.21,0
1083,16,2021-10-18,오후 5:57:30.5,2.51,24.63,4.01,4.17,0
1084,16,2021-10-18,오후 5:57:35.5,2.33,24.21,3.34,3.49,0
1085,16,2021-10-18,오후 5:57:40.5,2.91,27.27,4.35,4.72,0
1086,16,2021-10-18,오후 5:57:45.5,1.91,26.91,3.99,3.51,0
1087,16,2021-10-18,오후 5:57:50.5,2.37,24.74,3.25,4.43,0
1088,16,2021-10-18,오후 5:57:55.5,2.38,22.33,4.11,4.13,0
1089,16,2021-10-18,오후 5:58:00.5,1.7,24.22,3.28,3.87,0
1090,16,2021-10-18,오후 5:58:05.5,1.99,22.89,3.48,4.01,0
1091,16,2021-10-18,오후 5:58:10.5,2.78,21.35,4.05,3.84,0
1092,16,2021-10-18,오후 5:58:15.5,2.26,23.85,4.32,4.56,0
1093,16,2021-10-18,오후 5:58:20.5,1.82,21.98,3.79,4.92,0
1094,16,2021-10-18,오후 5:58:25.5,1.63,25.88,3.85,4.58,0
1095,16,2021-10-18,오후 5:58:30.5,1.89,23.23,3.19,3.87,0
1096,16,2021-10-18,오후 5:58:35.5,2.74,27.47,3.96,4.76,0
1097,16,2021-10-18,오후 5:58:40.5,2.3,23.05,4.44,3.36,0
1098,16,2021-10-18,오후 5:58:45.5,2.68,23.58,3.54,3.61,0
1099,16,2021-10-18,오후 5:58:50.6,2.19,25.02,4.25,4.82,0
1100,16,2021-10-18,오후 5:58:55.6,2.66,26.16,3.4,4.98,0
1101,16,2021-10-18,오후 5:59:00.6,1.53,25.72,3.19,4.8,0
1102,16,2021-10-18,오후 5:59:05.6,1.94,22.21,3.86,3.36,0
1103,16,2021-10-18,오후 5:59:10.6,2.55,23.52,3.62,3.75,0
1104,16,2021-10-18,오후 5:59:15.6,2.85,24.96,4.13,3.69,0
1105,17,2021-10-18,오후 5:59:43.0,2.2,21.74,4.32,4.82,0
1106,17,2021-10-18,오후 5:59:48.0,2.79,24.26,3.68,4.76,0
1107,17,2021-10-18,오후 5:59:53.0,2.7,26.01,3.32,3.42,0
1108,17,2021-10-18,오후 5:59:58.1,1.76,25.83,4.27,3.86,0
1109,17,2021-10-18,오후 6:00:03.1,2.88,23.76,3.59,4.96,0
1110,17,2021-10-18,오후 6:00:08.1,2.44,27.76,3.98,3.84,0
1111,17,2021-10-18,오후 6:00:13.1,2.17,22.19,3.34,4.42,0
1112,17,2021-10-18,오후 6:00:18.1,2.42,23.04,3.03,4.27,0
1113,17,2021-10-18,오후 6:00:23.1,2.12,24.62,4.01,3.88,0
1114,17,2021-10-18,오후 6:00:28.1,2.17,25.47,4.03,4.41,0
1115,17,2021-10-18,오후 6:00:33.1,1.69,21.19,3.33,4.33,0
1116,17,2021-10-18,오후 6:00:38.1,2.91,21.64,4.29,3.39,0
1117,17,2021-10-18,오후 6:00:43.1,2.04,24.02,3.35,3.16,0
1118,17,2021-10-18,오후 6:00:48.1,2.54,27.93,3.11,4.05,0
1119,17,2021-10-18,오후 6:00:53.1,1.9,27.95,3.62,4.54,0
1120,17,2021-10-18,오후 6:00:58.1,2.3,23.57,3.75,3.53,0
1121,17,2021-10-18,오후 6:01:03.1,1.91,25.22,3.2,3.99,0
1122,17,2021-10-18,오후 6:01:08.1,2.64,25.69,3.06,4.47,0
1123,17,2021-10-18,오후 6:01:13.1,2.34,24.97,4.18,3.76,0
1124,17,2021-10-18,오후 6:01:18.1,2.7,23.71,4.04,3.03,0
1125,17,2021-10-18,오후 6:01:23.1,2.02,23.19,3.1,3.07,0
1126,17,2021-10-18,오후 6:01:28.1,2.01,25.35,4.09,4.74,0
1127,17,2021-10-18,오후 6:01:33.1,2.55,25.89,4.06,3.91,0
1128,17,2021-10-18,오후 6:01:38.1,2.46,22.57,3.28,4.41,0
1129,17,2021-10-18,오후 6:01:43.2,2.29,23.31,3.79,4.17,0
1130,17,2021-10-18,오후 6:01:48.2,2.6,23.64,3.36,4.77,0
1131,17,2021-10-18,오후 6:01:53.2,2.39,25.89,4,4.39,0
1132,17,2021-10-18,오후 6:01:58.2,1.98,23.53,4.23,3.9,0
1133,17,2021-10-18,오후 6:02:03.2,2.7,24.19,4.28,4.02,0
1134,17,2021-10-18,오후 6:02:08.2,2.47,25.01,3.33,4.14,0
1135,17,2021-10-18,오후 6:02:13.2,2.95,27.63,4.16,3.85,0
1136,17,2021-10-18,오후 6:02:18.2,2.68,27.36,4.33,3.66,0
1137,17,2021-10-18,오후 6:02:23.2,2.98,22.81,4.25,4.78,0
1138,17,2021-10-18,오후 6:02:28.2,2.84,23.37,3.27,3.63,0
1139,17,2021-10-18,오후 6:02:33.2,2.01,26.03,3.33,4.52,0
1140,17,2021-10-18,오후 6:02:38.2,1.62,25.49,4.05,3.84,0
1141,17,2021-10-18,오후 6:02:43.2,2.22,21.58,4.27,3.06,0
1142,17,2021-10-18,오후 6:02:48.2,2.15,24.25,4.41,4.12,0
1143,17,2021-10-18,오후 6:02:53.2,2.6,26.46,3.35,3.36,0
1144,17,2021-10-18,오후 6:02:58.2,2.37,23.01,3.39,4.2,0
1145,17,2021-10-18,오후 6:03:03.2,2.1,25.54,3.26,4.91,0
1146,17,2021-10-18,오후 6:03:08.2,2.72,27.53,4.49,4.66,0
1147,17,2021-10-18,오후 6:03:13.2,1.59,23.03,4.05,4.15,0
1148,17,2021-10-18,오후 6:03:18.3,2.47,23.63,3.89,3.89,0
1149,17,2021-10-18,오후 6:03:23.3,2.79,24.83,3.54,4.13,0
1150,17,2021-10-18,오후 6:03:28.3,1.61,27.83,3.97,4.64,0
1151,17,2021-10-18,오후 6:03:33.3,1.53,26.12,4.46,4.68,0
1152,17,2021-10-18,오후 6:03:38.3,2.46,27.91,3.22,3.46,0
1153,17,2021-10-18,오후 6:03:43.3,2.99,24.54,3.39,3.8,0
1154,17,2021-10-18,오후 6:03:48.3,2.23,21.65,3.78,4.06,0
1155,17,2021-10-18,오후 6:03:53.3,2.7,23.05,3.97,3.43,0
1156,17,2021-10-18,오후 6:03:58.3,2.1,27.16,3.74,3.69,0
1157,17,2021-10-18,오후 6:04:03.3,2.01,24.67,3.66,4.4,0
1158,17,2021-10-18,오후 6:04:08.3,2.37,27.54,4.07,4.72,0
1159,17,2021-10-18,오후 6:04:13.3,1.77,22.6,3.3,4.49,0
1160,17,2021-10-18,오후 6:04:18.3,2.04,27.54,4.37,4.38,0
1161,17,2021-10-18,오후 6:04:23.3,1.99,23.83,4.22,4.41,0
1162,17,2021-10-18,오후 6:04:28.3,1.86,24.75,3.54,3.91,0
1163,17,2021-10-18,오후 6:04:33.3,2.82,24.08,4.02,3.17,0
1164,17,2021-10-18,오후 6:04:38.3,2.38,24.12,3.92,3.82,0
1165,17,2021-10-18,오후 6:04:43.3,2.08,26.78,3.69,4.33,0
1166,17,2021-10-18,오후 6:04:48.3,1.79,23.79,3.51,4.02,0
1167,17,2021-10-18,오후 6:04:53.4,2.51,21.27,3.13,4,0
1168,17,2021-10-18,오후 6:04:58.4,2.53,27.78,3.47,4.76,0
1169,17,2021-10-18,오후 6:05:03.4,2.78,24.97,3.98,4.46,0
1170,17,2021-10-18,오후 6:05:08.4,1.91,27.04,4.49,4.29,0
1171,17,2021-10-18,오후 6:05:13.4,1.71,22.33,4.07,4.09,0
1172,17,2021-10-18,오후 6:05:18.4,2.86,21.78,3.56,3.11,0
1173,17,2021-10-18,오후 6:05:23.4,2.32,22.77,4.27,3.86,0
1174,18,2021-10-18,오후 6:05:48.7,1.88,21.85,4.23,4.63,0
1175,18,2021-10-18,오후 6:05:53.7,2.6,27.09,3.85,4.66,0
1176,18,2021-10-18,오후 6:05:58.7,1.85,24.96,4.01,3.95,0
1177,18,2021-10-18,오후 6:06:03.7,1.8,24.04,3.28,3.8,0
1178,18,2021-10-18,오후 6:06:08.7,1.75,24.15,4.01,3.99,0
1179,18,2021-10-18,오후 6:06:13.7,2.5,23.2,4.48,3.71,0
1180,18,2021-10-18,오후 6:06:18.7,2.43,27.65,4.34,3.19,0
1181,18,2021-10-18,오후 6:06:23.7,2.33,21.34,3.28,3.33,0
1182,18,2021-10-18,오후 6:06:28.7,2.86,25.49,3.1,4.83,0
1183,18,2021-10-18,오후 6:06:33.7,1.63,26.05,4.07,4,0
1184,18,2021-10-18,오후 6:06:38.7,2.66,27.9,4.2,4.84,0
1185,18,2021-10-18,오후 6:06:43.7,2.33,25.06,3.22,3.14,0
1186,18,2021-10-18,오후 6:06:48.7,2.87,23.61,3.33,3.66,0
1187,18,2021-10-18,오후 6:06:53.7,2.77,26.44,3.13,4.28,0
1188,18,2021-10-18,오후 6:06:58.7,2.62,24.6,3.65,4.49,0
1189,18,2021-10-18,오후 6:07:03.7,1.95,27.28,4.47,3.73,0
1190,18,2021-10-18,오후 6:07:08.8,1.94,24.88,3.71,3.43,0
